o_code,d_code,o_name,d_name,year,item,weight
195,3,Senegal,Albania,2013,lupins,12.0
206,59,Sudan (former),Egypt,2008,lupins,125.0
206,59,Sudan (former),Egypt,2009,lupins,361.0
10,9,Australia,Argentina,1995,lupins,118.0
10,9,Australia,Argentina,1998,lupins,22.0
10,9,Australia,Argentina,1999,lupins,119.0
147,7,Namibia,Angola,1999,lupins,13.0
147,7,Namibia,Angola,2000,lupins,25.0
147,7,Namibia,Angola,2001,lupins,1.0
147,7,Namibia,Angola,2018,lupins,12.57
147,7,Namibia,Angola,2019,lupins,0.25
147,7,Namibia,Angola,2021,lupins,20.25
147,7,Namibia,Angola,2023,lupins,0.1
186,80,Serbia and Montenegro,Bosnia and Herzegovina,2000,lupins,3.0
40,9,Chile,Argentina,2001,lupins,94.0
40,9,Chile,Argentina,2003,lupins,46.0
40,9,Chile,Argentina,2004,lupins,63.0
40,9,Chile,Argentina,2005,lupins,8.0
40,9,Chile,Argentina,2015,lupins,51.0
40,9,Chile,Argentina,2022,lupins,39.0
206,179,Sudan (former),Qatar,2009,lupins,20.0
206,194,Sudan (former),Saudi Arabia,2008,lupins,20.0
214,10,"China, Taiwan Province of",Australia,2000,lupins,25.0
147,20,Namibia,Botswana,2020,lupins,2.0
147,20,Namibia,Botswana,2021,lupins,2.1
206,225,Sudan (former),United Arab Emirates,2008,lupins,127.0
206,225,Sudan (former),United Arab Emirates,2009,lupins,272.0
10,13,Australia,Bahrain,1988,lupins,60.0
10,13,Australia,Bahrain,1989,lupins,181.0
10,13,Australia,Bahrain,1990,lupins,120.0
10,13,Australia,Bahrain,1995,lupins,121.0
10,13,Australia,Bahrain,1997,lupins,19.0
10,13,Australia,Bahrain,1998,lupins,41.0
10,13,Australia,Bahrain,1999,lupins,156.0
40,10,Chile,Australia,2001,lupins,20.0
10,16,Australia,Bangladesh,1991,lupins,21.0
10,16,Australia,Bangladesh,1995,lupins,325.0
10,16,Australia,Bangladesh,1997,lupins,3805.0
10,16,Australia,Bangladesh,1998,lupins,2816.0
10,16,Australia,Bangladesh,1999,lupins,935.0
238,72,Ethiopia,Djibouti,2008,lupins,534.0
40,13,Chile,Bahrain,2020,lupins,23.0
147,250,Namibia,Democratic Republic of the Congo,2017,lupins,5.0
186,154,Serbia and Montenegro,North Macedonia,2000,lupins,294.0
113,108,Kyrgyzstan,Kazakhstan,2002,lupins,150.0
113,108,Kyrgyzstan,Kazakhstan,2003,lupins,250.0
10,15,Australia,Belgium-Luxembourg,1986,lupins,21.0
10,15,Australia,Belgium-Luxembourg,1988,lupins,7159.0
10,15,Australia,Belgium-Luxembourg,1995,lupins,211.0
10,15,Australia,Belgium-Luxembourg,1997,lupins,86.0
10,15,Australia,Belgium-Luxembourg,1998,lupins,86.0
10,15,Australia,Belgium-Luxembourg,1999,lupins,487.0
226,100,Uganda,India,2013,lupins,1.0
147,79,Namibia,Germany,2022,lupins,0.05
147,106,Namibia,Italy,1997,lupins,38.0
147,106,Namibia,Italy,1998,lupins,38.0
10,26,Australia,Brunei Darussalam,1995,lupins,46.0
10,26,Australia,Brunei Darussalam,1997,lupins,63.0
10,26,Australia,Brunei Darussalam,1998,lupins,28.0
10,26,Australia,Brunei Darussalam,1999,lupins,572.0
40,21,Chile,Brazil,1999,lupins,142.0
40,21,Chile,Brazil,2000,lupins,135.0
40,21,Chile,Brazil,2001,lupins,154.0
40,21,Chile,Brazil,2005,lupins,2.0
40,21,Chile,Brazil,2006,lupins,23.0
40,21,Chile,Brazil,2007,lupins,2.0
40,21,Chile,Brazil,2008,lupins,22.0
40,21,Chile,Brazil,2011,lupins,23.0
147,150,Namibia,Netherlands (Kingdom of the),2019,lupins,0.95
130,215,Malawi,United Republic of Tanzania,2008,lupins,2.0
147,162,Namibia,Norway,2023,lupins,0.1
195,79,Senegal,Germany,2012,lupins,7.0
40,33,Chile,Canada,1999,lupins,40.0
40,33,Chile,Canada,2000,lupins,21.0
40,33,Chile,Canada,2004,lupins,21.0
40,33,Chile,Canada,2005,lupins,88.0
40,33,Chile,Canada,2006,lupins,130.0
40,33,Chile,Canada,2007,lupins,172.0
40,33,Chile,Canada,2008,lupins,86.0
40,33,Chile,Canada,2009,lupins,64.0
40,33,Chile,Canada,2010,lupins,102.0
40,33,Chile,Canada,2011,lupins,84.0
40,33,Chile,Canada,2012,lupins,107.0
40,33,Chile,Canada,2013,lupins,85.0
40,33,Chile,Canada,2014,lupins,107.08
40,33,Chile,Canada,2015,lupins,192.2
40,33,Chile,Canada,2016,lupins,135.55
40,33,Chile,Canada,2017,lupins,129.0
40,33,Chile,Canada,2018,lupins,144.0
40,33,Chile,Canada,2019,lupins,82.63
