o_code,d_code,o_name,d_name,year,item,weight
168,10,Papua New Guinea,Australia,2001,hides_wetsalted_of_buffalo,1.0
216,10,Thailand,Australia,1989,hides_wetsalted_of_buffalo,2.0
216,10,Thailand,Australia,1994,hides_wetsalted_of_buffalo,3.0
216,10,Thailand,Australia,1997,hides_wetsalted_of_buffalo,1.0
131,10,Malaysia,Australia,1986,hides_wetsalted_of_buffalo,60.0
131,10,Malaysia,Australia,1987,hides_wetsalted_of_buffalo,32.0
95,60,Honduras,El Salvador,1998,hides_wetsalted_of_buffalo,34.0
95,89,Honduras,Guatemala,1998,hides_wetsalted_of_buffalo,6.0
216,15,Thailand,Belgium-Luxembourg,1993,hides_wetsalted_of_buffalo,6.0
41,21,"China, mainland",Brazil,1987,hides_wetsalted_of_buffalo,2.0
41,21,"China, mainland",Brazil,1990,hides_wetsalted_of_buffalo,2.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1987,hides_wetsalted_of_buffalo,4.0
216,96,Thailand,"China, Hong Kong SAR",1989,hides_wetsalted_of_buffalo,4.0
216,96,Thailand,"China, Hong Kong SAR",1991,hides_wetsalted_of_buffalo,2.0
216,96,Thailand,"China, Hong Kong SAR",1994,hides_wetsalted_of_buffalo,146.0
216,96,Thailand,"China, Hong Kong SAR",1995,hides_wetsalted_of_buffalo,150.0
199,79,Slovakia,Germany,1998,hides_wetsalted_of_buffalo,20.0
41,96,"China, mainland","China, Hong Kong SAR",1987,hides_wetsalted_of_buffalo,892.0
41,96,"China, mainland","China, Hong Kong SAR",1988,hides_wetsalted_of_buffalo,601.0
41,96,"China, mainland","China, Hong Kong SAR",1989,hides_wetsalted_of_buffalo,249.0
41,96,"China, mainland","China, Hong Kong SAR",1990,hides_wetsalted_of_buffalo,388.0
41,96,"China, mainland","China, Hong Kong SAR",1991,hides_wetsalted_of_buffalo,421.0
216,41,Thailand,"China, mainland",1995,hides_wetsalted_of_buffalo,111.0
216,214,Thailand,"China, Taiwan Province of",1995,hides_wetsalted_of_buffalo,5.0
