o_code,d_code,o_name,d_name,year,item,weight
238,13,Ethiopia,Bahrain,2006,vegetables_and_roots_fodder,40.0
27,3,Bulgaria,Albania,2003,vegetables_and_roots_fodder,10.0
249,72,Yemen,Djibouti,2012,vegetables_and_roots_fodder,40.0
97,10,Hungary,Australia,1994,vegetables_and_roots_fodder,2.0
249,178,Yemen,Eritrea,2019,vegetables_and_roots_fodder,0.64
238,72,Ethiopia,Djibouti,1998,vegetables_and_roots_fodder,952.0
238,72,Ethiopia,Djibouti,1999,vegetables_and_roots_fodder,2189.0
238,72,Ethiopia,Djibouti,2000,vegetables_and_roots_fodder,1835.0
238,72,Ethiopia,Djibouti,2001,vegetables_and_roots_fodder,650.0
238,72,Ethiopia,Djibouti,2002,vegetables_and_roots_fodder,3286.0
238,72,Ethiopia,Djibouti,2003,vegetables_and_roots_fodder,2028.0
238,72,Ethiopia,Djibouti,2004,vegetables_and_roots_fodder,1071.0
238,72,Ethiopia,Djibouti,2005,vegetables_and_roots_fodder,1491.0
238,72,Ethiopia,Djibouti,2006,vegetables_and_roots_fodder,2405.0
238,72,Ethiopia,Djibouti,2007,vegetables_and_roots_fodder,12684.0
238,72,Ethiopia,Djibouti,2009,vegetables_and_roots_fodder,168.0
238,72,Ethiopia,Djibouti,2012,vegetables_and_roots_fodder,40.0
238,72,Ethiopia,Djibouti,2013,vegetables_and_roots_fodder,6.0
238,72,Ethiopia,Djibouti,2014,vegetables_and_roots_fodder,12.0
238,72,Ethiopia,Djibouti,2023,vegetables_and_roots_fodder,47.43
238,59,Ethiopia,Egypt,2005,vegetables_and_roots_fodder,181.0
238,59,Ethiopia,Egypt,2017,vegetables_and_roots_fodder,240.0
238,59,Ethiopia,Egypt,2020,vegetables_and_roots_fodder,240.0
97,11,Hungary,Austria,1991,vegetables_and_roots_fodder,15.0
97,11,Hungary,Austria,1992,vegetables_and_roots_fodder,11880.0
97,11,Hungary,Austria,1993,vegetables_and_roots_fodder,9971.0
97,11,Hungary,Austria,1994,vegetables_and_roots_fodder,4230.0
97,11,Hungary,Austria,1995,vegetables_and_roots_fodder,1921.0
97,11,Hungary,Austria,1997,vegetables_and_roots_fodder,3178.0
97,11,Hungary,Austria,1998,vegetables_and_roots_fodder,1583.0
97,11,Hungary,Austria,1999,vegetables_and_roots_fodder,1462.0
97,11,Hungary,Austria,2000,vegetables_and_roots_fodder,1122.0
97,11,Hungary,Austria,2001,vegetables_and_roots_fodder,1269.0
97,11,Hungary,Austria,2002,vegetables_and_roots_fodder,864.0
97,11,Hungary,Austria,2003,vegetables_and_roots_fodder,637.0
249,194,Yemen,Saudi Arabia,2005,vegetables_and_roots_fodder,1.0
249,194,Yemen,Saudi Arabia,2007,vegetables_and_roots_fodder,4.0
249,194,Yemen,Saudi Arabia,2008,vegetables_and_roots_fodder,8.0
249,194,Yemen,Saudi Arabia,2012,vegetables_and_roots_fodder,2.0
249,194,Yemen,Saudi Arabia,2014,vegetables_and_roots_fodder,2.74
238,106,Ethiopia,Italy,2005,vegetables_and_roots_fodder,40.0
249,225,Yemen,United Arab Emirates,2005,vegetables_and_roots_fodder,13.0
249,225,Yemen,United Arab Emirates,2008,vegetables_and_roots_fodder,1.0
238,112,Ethiopia,Jordan,2005,vegetables_and_roots_fodder,263.0
97,15,Hungary,Belgium-Luxembourg,1995,vegetables_and_roots_fodder,80.0
97,15,Hungary,Belgium-Luxembourg,1997,vegetables_and_roots_fodder,18.0
226,114,Uganda,Kenya,2020,vegetables_and_roots_fodder,5.0
97,80,Hungary,Bosnia and Herzegovina,1999,vegetables_and_roots_fodder,24.0
97,80,Hungary,Bosnia and Herzegovina,2001,vegetables_and_roots_fodder,6.0
97,80,Hungary,Bosnia and Herzegovina,2002,vegetables_and_roots_fodder,24.0
226,150,Uganda,Netherlands (Kingdom of the),2004,vegetables_and_roots_fodder,2.0
226,184,Uganda,Rwanda,2008,vegetables_and_roots_fodder,3.0
81,121,Ghana,Lebanon,2023,vegetables_and_roots_fodder,0.12
238,194,Ethiopia,Saudi Arabia,2004,vegetables_and_roots_fodder,1031.0
238,194,Ethiopia,Saudi Arabia,2005,vegetables_and_roots_fodder,649.0
238,194,Ethiopia,Saudi Arabia,2006,vegetables_and_roots_fodder,365.0
238,194,Ethiopia,Saudi Arabia,2007,vegetables_and_roots_fodder,1548.0
238,201,Ethiopia,Somalia,2015,vegetables_and_roots_fodder,9.38
238,201,Ethiopia,Somalia,2023,vegetables_and_roots_fodder,2679.68
238,202,Ethiopia,South Africa,2005,vegetables_and_roots_fodder,78.0
238,202,Ethiopia,South Africa,2006,vegetables_and_roots_fodder,220.0
238,206,Ethiopia,Sudan (former),2004,vegetables_and_roots_fodder,10.0
238,206,Ethiopia,Sudan (former),2006,vegetables_and_roots_fodder,57.0
238,223,Ethiopia,Türkiye,2005,vegetables_and_roots_fodder,299.0
238,225,Ethiopia,United Arab Emirates,1999,vegetables_and_roots_fodder,11.0
238,225,Ethiopia,United Arab Emirates,2004,vegetables_and_roots_fodder,490.0
238,225,Ethiopia,United Arab Emirates,2006,vegetables_and_roots_fodder,50.0
238,225,Ethiopia,United Arab Emirates,2007,vegetables_and_roots_fodder,219.0
238,225,Ethiopia,United Arab Emirates,2009,vegetables_and_roots_fodder,44.0
226,225,Uganda,United Arab Emirates,2006,vegetables_and_roots_fodder,4.0
97,98,Hungary,Croatia,1992,vegetables_and_roots_fodder,13.0
97,98,Hungary,Croatia,1993,vegetables_and_roots_fodder,240.0
97,98,Hungary,Croatia,1994,vegetables_and_roots_fodder,330.0
97,98,Hungary,Croatia,1997,vegetables_and_roots_fodder,12.0
97,98,Hungary,Croatia,1999,vegetables_and_roots_fodder,44.0
97,98,Hungary,Croatia,2000,vegetables_and_roots_fodder,70.0
97,98,Hungary,Croatia,2001,vegetables_and_roots_fodder,37.0
