,SEASON,TEAM,DRTG,ADJ_DRTG,OPP_TS,OPP_TSC,OPP_STOV
0,1997,ATL,100.3,100.15,0.5097072522,0,0
1,1997,BOS,110.1,110.2,0.5754264489,0,0
2,1997,CHI,100.7,100.55,0.509432439,0,0
3,1997,CHO,107.1,107,0.5326714057,0,0
4,1997,CLE,100.8,100.65,0.5336904443,0,0
5,1997,DAL,106,105.95,0.5418695043,0,0
6,1997,DEN,109.7,109.45,0.5389673045,0,0
7,1997,DET,102.6,102.2,0.5235523165,0,0
8,1997,GSW,110.3,110.4,0.5585275811,0,0
9,1997,HOU,102.8,102.55,0.5164211575,0,0
10,1997,IND,102.9,101.75,0.5288311731,0,0
11,1997,LAC,106.2,106,0.5468837942,0,0
12,1997,LAL,102.3,102.1,0.5195620059,0,0
13,1997,MIA,99.2,98.7,0.5120556034,0,0
14,1997,MIL,106.7,106.6,0.5444788628,0,0
15,1997,MIN,105.5,106.15,0.5335361789,0,0
16,1997,NJN,107.2,107.4,0.5459491982,0,0
17,1997,NYK,99.5,99.15,0.5163754445,0,0
18,1997,ORL,104.2,104.5,0.5329921303,0,0
19,1997,PHI,109.5,109.15,0.5480363128,0,0
20,1997,PHX,107.1,107.25,0.544600414,0,0
21,1997,POR,102.1,102.45,0.5218292762,0,0
22,1997,SAC,107,107.25,0.5421046775,0,0
23,1997,SAS,110.8,110.55,0.5540379362,0,0
24,1997,SEA,101,100.75,0.5339868222,0,0
25,1997,TOR,106.4,106.15,0.5469815548,0,0
26,1997,UTA,102.6,102.8,0.5339142202,0,0
27,1997,VAN,110.1,109.95,0.5475609625,0,0
28,1997,WSB,103.7,103.9,0.532933622,0,0
29,1998,ATL,102.5,102.05,0.5063067689,0,0
30,1998,BOS,103.5,103.7,0.5615376916,0,0
31,1998,CHI,98.4,99,0.5002968555,0,0
32,1998,CHO,103.3,103.25,0.5328134528,0,0
33,1998,CLE,97.5,96.95,0.5132478037,0,0
34,1998,DAL,105.2,104.95,0.5231699848,0,0
35,1998,DEN,110.6,110.85,0.5562284668,0,0
36,1998,DET,101.8,101.75,0.5206504565,0,0
37,1998,GSW,103.5,103.7,0.5153049108,0,0
38,1998,HOU,106.8,107.25,0.5368344332,0,0
39,1998,IND,99.5,99.1,0.5001193505,0,0
40,1998,LAC,109.6,109.7,0.5408405156,0,0
41,1998,LAL,102.3,102.5,0.5136705435,0,0
42,1998,MIA,100.5,100.3,0.5042481696,0,0
43,1998,MIL,103.7,103.55,0.5361561167,0,0
44,1998,MIN,105.5,105.7,0.5252143732,0,0
45,1998,NJN,104.3,104.45,0.5448688412,0,0
46,1998,NYK,98.8,98.35,0.5114253558,0,0
47,1998,ORL,102.2,102.65,0.5163462442,0,0
48,1998,PHI,103.3,103.2,0.5276869197,0,0
49,1998,PHX,100.6,100.7,0.5146640356,0,0
50,1998,POR,100.8,101.2,0.507167848,0,0
51,1998,SAC,105,105.3,0.5255892833,0,0
52,1998,SAS,98,97.5,0.4829285425,0,0
53,1998,SEA,102.3,102.25,0.5194371792,0,0
54,1998,TOR,108.9,109.35,0.5451822764,0,0
55,1998,UTA,103.8,103.85,0.5235322436,0,0
56,1998,VAN,110.2,110.2,0.5477201678,0,0
57,1998,WAS,103.2,103.1,0.5283710084,0,0
58,1999,ATL,95.3,95.85,0.4797029293,0,0
59,1999,BOS,100.8,101.4,0.5202209431,0,0
60,1999,CHI,101.7,104.35,0.5269131747,0,0
61,1999,CHO,100.4,101.75,0.5077944093,0,0
62,1999,CLE,100.1,99.7,0.5194388929,0,0
63,1999,DAL,103,102.6,0.5152435816,0,0
64,1999,DEN,108.6,107.9,0.543185647,0,0
65,1999,DET,98.4,98.9,0.5152329749,0,0
66,1999,GSW,98.9,100.05,0.5021408162,0,0
67,1999,HOU,101,103.25,0.4991006413,0,0
68,1999,IND,102.2,104.6,0.5079465818,0,0
69,1999,LAC,107.8,111.4,0.5518714674,0,0
70,1999,LAL,102.8,103.95,0.5157508748,0,0
71,1999,MIA,97.1,98.9,0.4863979919,0,0
72,1999,MIL,101.2,102.55,0.5175514447,0,0
73,1999,MIN,99.4,99.1,0.5176965412,0,0
74,1999,NJN,101.2,102.1,0.5241104003,0,0
75,1999,NYK,95.9,98,0.4876182209,0,0
76,1999,ORL,96.3,97.25,0.5061960353,0,0
77,1999,PHI,95.5,95.45,0.5033649603,0,0
78,1999,PHX,101.6,103.7,0.5213920475,0,0
79,1999,POR,96.2,95.95,0.4921329916,0,0
80,1999,SAC,101.6,100.15,0.5040362986,0,0
81,1999,SAS,93.6,94.65,0.4639606493,0,0
82,1999,SEA,104.2,104.8,0.5273422041,0,0
83,1999,TOR,101.8,102.05,0.5204266624,0,0
84,1999,UTA,96.7,96.35,0.4893382884,0,0
85,1999,VAN,106.3,106.95,0.5378336642,0,0
86,1999,WAS,102.1,104.5,0.5249532576,0,0
87,2000,ATL,105.8,105.35,0.5207484102,0,0
88,2000,BOS,103.9,103.8,0.552227479,0,0
89,2000,CHI,102.8,103,0.5284803197,0,0
90,2000,CHO,99.7,99.35,0.5162317514,0,0
91,2000,CLE,102.2,102.25,0.5290030056,0,0
92,2000,DAL,105.2,104.75,0.5269558423,0,0
93,2000,DEN,104.5,104.05,0.5239861636,0,0
94,2000,DET,103.8,104,0.5438683637,0,0
95,2000,GSW,106.5,105.85,0.5456186413,0,0
96,2000,HOU,104.2,104.1,0.5220999244,0,0
97,2000,IND,101.7,101.05,0.5093637097,0,0
98,2000,LAC,108,107.55,0.5459017827,0,0
99,2000,LAL,96.4,96,0.4897848209,0,0
100,2000,MIA,99.4,99.45,0.4999545739,0,0
101,2000,MIL,106.2,106.3,0.5427232361,0,0
102,2000,MIN,101.7,101.9,0.5221959827,0,0
103,2000,NJN,103.9,104.25,0.5324352109,0,0
104,2000,NYK,99.5,99.55,0.5061045673,0,0
105,2000,ORL,100.3,101.1,0.5194550248,0,0
106,2000,PHI,98.3,98.75,0.5124113096,0,0
107,2000,PHX,97.3,96.7,0.5031302389,0,0
108,2000,POR,99.5,99.6,0.5023955642,0,0
109,2000,SAC,100.7,100.75,0.5178602371,0,0
110,2000,SAS,97.1,96.85,0.490621237,0,0
111,2000,SEA,103.1,102.8,0.5204506649,0,0
112,2000,TOR,102.8,102.9,0.5282044358,0,0
113,2000,UTA,101.1,100.9,0.5254774409,0,0
114,2000,VAN,106.7,106.15,0.5450604688,0,0
115,2000,WAS,105.2,104.85,0.5384473781,0,0
116,2001,ATL,102.4,102.8,0.5218148517,0.4694986616,0.1114299024
117,2001,BOS,102.3,102.1,0.5397043938,0.4778182484,0.1295181706
118,2001,CHI,105.9,106.1,0.5430285194,0.4903573974,0.1074137402
119,2001,CHO,97.6,98.3,0.5017435367,0.4518301359,0.1104693928
120,2001,CLE,103.5,103.75,0.5260742317,0.4754147632,0.1065584675
121,2001,DAL,101.2,100.65,0.5139003263,0.4659383033,0.1029364244
122,2001,DEN,104.9,104.35,0.5194765314,0.4754900124,0.09250776656
123,2001,DET,100.3,101.3,0.5109964174,0.4585826714,0.1142950863
124,2001,GSW,105.5,104.85,0.5459786697,0.4863976894,0.1224943737
125,2001,HOU,102.8,102,0.5153410626,0.4676603046,0.1019559656
126,2001,IND,100.5,101.1,0.5007240653,0.4522054453,0.1072933123
127,2001,LAC,103.2,102.95,0.5094805879,0.4655500136,0.09436273871
128,2001,LAL,103.6,103.65,0.514773097,0.4697684502,0.09580176523
129,2001,MIA,97.1,97.35,0.5028381571,0.4448177882,0.1304362604
130,2001,MIL,102.6,103.45,0.5233373397,0.469894117,0.113734607
131,2001,MIN,102.4,102.1,0.5219385265,0.4724399051,0.1047723125
132,2001,NJN,103.8,104.25,0.5358074914,0.4785741063,0.1195914787
133,2001,NYK,97,97.1,0.5009509481,0.4457227288,0.1239071193
134,2001,ORL,101.1,101.45,0.5185473595,0.4619270726,0.1225740819
135,2001,PHI,97.3,97.95,0.4988289768,0.4468613596,0.116294721
136,2001,PHX,96.7,96.35,0.5116283495,0.4559780423,0.1220460241
137,2001,POR,100.5,99.45,0.5133695712,0.4614891044,0.1124197002
138,2001,SAC,98.5,98.5,0.4980019145,0.4498682308,0.1069950719
139,2001,SAS,96.6,96.8,0.4831941734,0.441741326,0.09383964085
140,2001,SEA,104.2,104.15,0.52573574,0.4751261682,0.106518174
141,2001,TOR,102,103.15,0.5175608078,0.4670073795,0.1082497419
142,2001,UTA,100.9,100.45,0.5312820916,0.4675285554,0.1363628711
143,2001,VAN,104.2,104,0.5270293796,0.4751418529,0.1092042859
144,2001,WAS,106.2,106.9,0.5450635553,0.4896171519,0.1132444056
