,SEASON,TEAM,DRTG,OPP_TS
0,1971,ATL,98.4,0.4929087586693799
1,1971,BAL,95.7,0.4948951506081093
2,1971,BOS,95.3,0.4955329578245693
3,1971,BUF,99.6,0.5112342560307408
4,1971,CHI,95.7,0.4974643138447082
5,1971,CIN,99.8,0.5173596554746751
6,1971,CLE,102.4,0.5271515090981731
7,1971,DET,98.7,0.5105410724395438
8,1971,LAL,96.1,0.4852152132637146
9,1971,MIL,93.1,0.4707603983698332
10,1971,NYK,93.3,0.4849897529446208
11,1971,PHI,97.5,0.5070178962906029
12,1971,PHO,96.6,0.5034495925004279
13,1971,POR,99.1,0.5152139208842593
14,1971,SDR,95.5,0.4995810865969194
15,1971,SFW,95.5,0.4739152287528804
16,1971,SEA,100.1,0.5158803583569284
17,1972,ATL,100.3,0.5152305468996974
18,1972,BAL,97.6,0.4986926166536377
19,1972,BOS,95.2,0.4990091222272998
20,1972,BUF,102.1,0.5180255873416687
21,1972,CHI,94.3,0.5059660834868017
22,1972,CIN,101.6,0.518920473328835
23,1972,CLE,101.4,0.5353540935591722
24,1972,DET,102.2,0.5169361013468834
25,1972,GSW,94.9,0.4850968210957636
26,1972,HOU,96.8,0.5055269318766294
27,1972,LAL,92.6,0.4730550236288675
28,1972,MIL,92.6,0.468136897904777
29,1972,NYK,96.3,0.4966672838363266
30,1972,PHI,99.5,0.5148585222520293
31,1972,PHO,96.5,0.5009640925175831
32,1972,POR,103.1,0.5306166412749457
33,1972,SEA,98.1,0.4945043978124043
34,1973,ATL,98.0,0.5052144803288829
35,1973,BAL,93.3,0.4755745026761412
36,1973,BOS,91.0,0.4764670021848732
37,1973,BUF,101.2,0.5147590684217107
38,1973,CHI,95.6,0.5146508261368742
39,1973,CLE,96.5,0.4990062628550298
40,1973,DET,98.2,0.5079204978341333
41,1973,GSW,94.0,0.4818766787029295
42,1973,HOU,99.4,0.5145399162886507
43,1973,KCO,102.4,0.5270131308337289
44,1973,LAL,91.8,0.4644984580781767
45,1973,MIL,91.1,0.4604244869798877
46,1973,NYK,92.5,0.4779886607532906
47,1973,PHI,100.6,0.5150488731718493
