activitytype_from,activitytype_to,classification_from,classification_to,comment,skos_uri
150,ai,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
1,ai_011,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1,ai_012,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
1,ai_013,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
2,ai_014,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
3,ai_016,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
4,ai_02,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
4,ai_017,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
5,ai_03,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
6,ai_05,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
6,ai_06,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
7,ai_07,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
7,ai_08,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
7,ai_09,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
8,ai_105,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
9,ai_102,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
10,ai_106,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
11,ai_1071,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
11,ai_1074,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
12,ai_103,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
13,ai_104,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
13,ai_1072,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
13,ai_1073_1,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
13,ai_1079,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
14,ai_1075,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
14,ai_1079,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
15,ai_11,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
16,ai_108,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
17,ai_12,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
18,ai_13,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
19,ai_14_x,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
20,ai_16,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
21,ai_31,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
22,ai_17,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
23,ai_17,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
24,ai_18,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
25,ai_2012,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
26,ai_20,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
27,ai_20,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
28,ai_20,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
29,ai_2013_1,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
30,ai_203,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
31,ai_21,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
32,ai_202,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
33,ai_192,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
33,ai_2011_1,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
34,ai_191,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
35,ai_222,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
36,ai_221,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
37,ai_15,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
38,ai_231,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
39,ai_2394,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
39,ai_2395,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
40,ai_2391,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
40,ai_2392,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
40,ai_2393,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
41,ai_2396,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
41,ai_2399,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
42,ai_241,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
43,ai_241,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2511,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2512,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2513,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_252,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2591,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2592,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2593,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
43,ai_2599,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
44,ai_2431,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
