activitytype_from,activitytype_to,classification_from,classification_to,comment,skos_uri
45,ai_2591,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
46,ai_2432,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
46,ai_242,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
47,ai_242,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
47,ai_2011_2,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
47,ai_2731,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
47,ai_2732,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
48,ai_2511,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
49,ai_2512,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
49,ai_2592,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
49,ai_2593,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
49,ai_2599,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_2512,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_2513,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_252,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_2811,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
50,ai_2812,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
50,ai_2813,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
50,ai_2814,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
50,ai_2815,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
50,ai_2816,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_2818,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
50,ai_2819,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
51,ai_2816,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
51,ai_2818,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
51,ai_282,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
52,ai_2651,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
52,ai_266,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
52,ai_267,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
52,ai_2817,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
52,ai_325,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
53,ai_261,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
54,ai_268,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
55,ai_271,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
55,ai_2733,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
55,ai_279,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
56,ai_275,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
57,ai_2651,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
58,ai_272,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
58,ai_274,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
58,ai_279,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
59,ai_263,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
59,ai_264,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
60,ai_262,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
60,ai_264,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
61,ai_291,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
61,ai_292,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
62,ai_292,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
62,ai_293,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
63,ai_301,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
64,ai_302,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
64,ai_303,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
64,ai_304,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
64,ai_309,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_2652,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_268,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
65,ai_321,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_322,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_323,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_324,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
65,ai_325,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
65,ai_329,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
66,at_383,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
67,ai_f,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
67,ai_332,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
68,ai_351,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
69,ai_352,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
69,ai_353,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
70,at_36,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
70,at_37,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
71,at_381,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
71,at_382,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
71,at_383,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
72,ai_46,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
72,ai_451,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
73,ai_47,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
73,ai_453,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
73,ai_454,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
73,ai_451,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
74,ai_64,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
74,ai_651,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
74,ai_652,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
74,ai_66,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
75,ai_68,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
76,ai_68,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
77,ai_491,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
77,ai_492,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
77,ai_493,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
77,ai_50,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
77,ai_51,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
77,ai_52,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
77,ai_79,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
78,ai_53,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
79,ai_61,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
80,ai_60,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
80,ai_591,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
81,ai_62,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
81,ai_639,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
82,ai_631,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
83,ai_58,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
84,ai_85,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
85,ai_72,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
85,ai_72,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
85,ai_749,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
86,ai_86,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
87,ai_86,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
88,ai_8412,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
89,ai_653,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
89,ai_87,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
89,ai_88,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
90,ai_87,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
91,ai_94,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
92,ai_77,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
93,ai_73,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
94,ai_331,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
94,ai_452,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
94,ai_454,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
95,ai_69,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_70,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_71,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_741,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_742,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_749,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
95,ai_78,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_80,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_81,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
95,ai_74,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
96,ai_55,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
97,ai_56,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
98,ai_9601,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
98,ai_9602,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
99,ai_59,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
99,ai_591,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
99,ai_592,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
100,ai_75,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
101,ai_95,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
101,ai_9603,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
101,ai_9609,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
102,A_NS_transf,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
120,at_37,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
121,at_36,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
121,at_381,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
121,at_382,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
121,at_383,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
122,ai_491,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
122,ai_492,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
123,ai_841,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
123,ai_842,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
123,ai_843,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
124,ai_85,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
125,ai_56,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
126,ai_72,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
127,ai_8412,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
128,ai_653,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
128,ai_843,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
128,ai_87,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
128,ai_88,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
129,ai_101,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
130,ai_85,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
131,ai_56,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
132,ai_72,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
132,ai_72,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
132,ai_749,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
133,ai_87,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
133,ai_88,japan_activ,bonsai,many-to-many correspondence,http://www.w3.org/2004/02/skos/core#relatedMatch
134,ai_94,japan_activ,bonsai,many-to-one correspondence,http://www.w3.org/2004/02/skos/core#broadMatch
312,ahc,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
313,F_NPSH,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
314,F_GOVE,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
315,I_GFCF,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
316,I_CHIN,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
316,I_CHVA,japan_activ,bonsai,one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
317,oa_exp,japan_activ,bonsai,one-to-one correspondence,http://www.w3.org/2004/02/skos/core#exactMatch
