flowobject_from,flowobject_to,classification_from,classification_to,comment,skos_uri
C_Wheat,fi_0111,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Maizn,fi_0112,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Ricey,fi_01132,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Sorgm,fi_0114,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Barly,fi_01152_1,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Barld,fi_01152_2,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Barlt,fi_01152_3,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Ryee,fi_0116,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Oatss,fi_01171,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Oatsd,fi_01172,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Millt,fi_0118,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Trite,fi_01191,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Buckt,fi_01192,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Fonio,fi_01193,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Quina,fi_01194,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Canad,fi_01195,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Ceres,fi_01199,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Graid,fi_01199_02,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Aspas,fi_01211,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Cabbs,fi_01212,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Cauli,fi_01213,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Letty,fi_01214,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Spinh,fi_01215,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Artis,fi_01216,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Casss,fi_01219_01,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Wates,fi_01221,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Melon,fi_01229,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Chiln,fi_01231,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Cucus,fi_01232,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Eggpl,fi_01233,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Tomas,fi_01234,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
C_Pumps,fi_01235,bonsut,bonsai,ambiguous one-to-many correspondence,http://www.w3.org/2004/02/skos/core#narrowMatch
