o_code,d_code,o_name,d_name,year,item,weight
3,27,Albania,Bulgaria,2012,skins_pig_nes,9.0
26,101,Brunei Darussalam,Indonesia,2019,skins_pig_nes,24.0
10,16,Australia,Bangladesh,2011,skins_pig_nes,300.0
10,16,Australia,Bangladesh,2012,skins_pig_nes,100.0
10,16,Australia,Bangladesh,2013,skins_pig_nes,44.0
3,84,Albania,Greece,1997,skins_pig_nes,15.0
214,15,"China, Taiwan Province of",Belgium-Luxembourg,1989,skins_pig_nes,41.0
214,15,"China, Taiwan Province of",Belgium-Luxembourg,1990,skins_pig_nes,3.0
214,15,"China, Taiwan Province of",Belgium-Luxembourg,1991,skins_pig_nes,3.0
214,21,"China, Taiwan Province of",Brazil,1992,skins_pig_nes,5.0
3,106,Albania,Italy,1996,skins_pig_nes,16.0
3,106,Albania,Italy,1997,skins_pig_nes,223.0
3,106,Albania,Italy,2000,skins_pig_nes,189.0
3,106,Albania,Italy,2001,skins_pig_nes,8.0
3,106,Albania,Italy,2002,skins_pig_nes,30.0
3,106,Albania,Italy,2003,skins_pig_nes,171.0
3,106,Albania,Italy,2004,skins_pig_nes,48.0
3,106,Albania,Italy,2005,skins_pig_nes,118.0
3,106,Albania,Italy,2006,skins_pig_nes,173.0
3,106,Albania,Italy,2007,skins_pig_nes,315.0
3,106,Albania,Italy,2008,skins_pig_nes,656.0
214,115,"China, Taiwan Province of",Cambodia,2022,skins_pig_nes,51.2
214,115,"China, Taiwan Province of",Cambodia,2023,skins_pig_nes,951.52
214,33,"China, Taiwan Province of",Canada,1989,skins_pig_nes,22.0
214,33,"China, Taiwan Province of",Canada,1990,skins_pig_nes,16.0
3,223,Albania,Türkiye,1996,skins_pig_nes,18.0
3,223,Albania,Türkiye,1997,skins_pig_nes,7.0
3,223,Albania,Türkiye,2002,skins_pig_nes,45.0
3,223,Albania,Türkiye,2004,skins_pig_nes,33.0
3,223,Albania,Türkiye,2012,skins_pig_nes,44.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1989,skins_pig_nes,17.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1990,skins_pig_nes,62.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1991,skins_pig_nes,51.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1992,skins_pig_nes,470.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1993,skins_pig_nes,104.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1994,skins_pig_nes,21.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1995,skins_pig_nes,18.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1996,skins_pig_nes,116.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",1997,skins_pig_nes,6.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",2000,skins_pig_nes,63.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",2003,skins_pig_nes,3.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",2005,skins_pig_nes,17.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",2006,skins_pig_nes,32.0
214,96,"China, Taiwan Province of","China, Hong Kong SAR",2009,skins_pig_nes,10.0
214,41,"China, Taiwan Province of","China, mainland",2006,skins_pig_nes,4.0
214,41,"China, Taiwan Province of","China, mainland",2009,skins_pig_nes,21.0
214,41,"China, Taiwan Province of","China, mainland",2015,skins_pig_nes,8.44
10,41,Australia,"China, mainland",2011,skins_pig_nes,692.0
10,41,Australia,"China, mainland",2012,skins_pig_nes,61.0
10,41,Australia,"China, mainland",2013,skins_pig_nes,286.0
10,214,Australia,"China, Taiwan Province of",2011,skins_pig_nes,2.0
10,214,Australia,"China, Taiwan Province of",2012,skins_pig_nes,1.0
10,214,Australia,"China, Taiwan Province of",2013,skins_pig_nes,1.0
10,167,Australia,Czechia,2012,skins_pig_nes,1.0
214,106,"China, Taiwan Province of",Italy,1989,skins_pig_nes,21.0
214,106,"China, Taiwan Province of",Italy,1994,skins_pig_nes,1.0
10,79,Australia,Germany,2011,skins_pig_nes,877.0
10,79,Australia,Germany,2012,skins_pig_nes,138.0
10,79,Australia,Germany,2013,skins_pig_nes,247.0
10,84,Australia,Greece,2012,skins_pig_nes,4.0
214,110,"China, Taiwan Province of",Japan,1989,skins_pig_nes,1.0
214,110,"China, Taiwan Province of",Japan,1990,skins_pig_nes,36.0
214,110,"China, Taiwan Province of",Japan,2000,skins_pig_nes,4.0
10,100,Australia,India,2011,skins_pig_nes,284.0
10,100,Australia,India,2012,skins_pig_nes,21.0
10,100,Australia,India,2013,skins_pig_nes,60.0
214,131,"China, Taiwan Province of",Malaysia,2004,skins_pig_nes,3.0
10,101,Australia,Indonesia,2011,skins_pig_nes,1.0
214,143,"China, Taiwan Province of",Morocco,1989,skins_pig_nes,2.0
214,150,"China, Taiwan Province of",Netherlands (Kingdom of the),1989,skins_pig_nes,9.0
214,150,"China, Taiwan Province of",Netherlands (Kingdom of the),1990,skins_pig_nes,5.0
10,106,Australia,Italy,2011,skins_pig_nes,2327.0
10,106,Australia,Italy,2012,skins_pig_nes,511.0
10,106,Australia,Italy,2013,skins_pig_nes,401.0
10,110,Australia,Japan,2011,skins_pig_nes,6.0
10,110,Australia,Japan,2012,skins_pig_nes,9.0
10,110,Australia,Japan,2013,skins_pig_nes,2.0
214,171,"China, Taiwan Province of",Philippines,1989,skins_pig_nes,8.0
214,171,"China, Taiwan Province of",Philippines,1990,skins_pig_nes,9.0
214,171,"China, Taiwan Province of",Philippines,1991,skins_pig_nes,121.0
214,171,"China, Taiwan Province of",Philippines,1997,skins_pig_nes,1.0
214,177,"China, Taiwan Province of",Puerto Rico,1991,skins_pig_nes,1.0
214,117,"China, Taiwan Province of",Republic of Korea,1989,skins_pig_nes,11.0
214,117,"China, Taiwan Province of",Republic of Korea,1996,skins_pig_nes,18.0
214,117,"China, Taiwan Province of",Republic of Korea,2000,skins_pig_nes,4.0
214,117,"China, Taiwan Province of",Republic of Korea,2006,skins_pig_nes,11.0
214,203,"China, Taiwan Province of",Spain,1996,skins_pig_nes,2.0
10,138,Australia,Mexico,2013,skins_pig_nes,1.0
214,216,"China, Taiwan Province of",Thailand,1995,skins_pig_nes,17.0
214,225,"China, Taiwan Province of",United Arab Emirates,1989,skins_pig_nes,5.0
214,231,"China, Taiwan Province of",United States of America,1989,skins_pig_nes,16.0
214,231,"China, Taiwan Province of",United States of America,1990,skins_pig_nes,80.0
214,231,"China, Taiwan Province of",United States of America,1997,skins_pig_nes,2.0
214,231,"China, Taiwan Province of",United States of America,1999,skins_pig_nes,1.0
214,231,"China, Taiwan Province of",United States of America,2004,skins_pig_nes,2.0
10,156,Australia,New Zealand,2012,skins_pig_nes,3.0
214,237,"China, Taiwan Province of",Viet Nam,2003,skins_pig_nes,3.0
214,237,"China, Taiwan Province of",Viet Nam,2004,skins_pig_nes,26.0
214,237,"China, Taiwan Province of",Viet Nam,2005,skins_pig_nes,7.0
214,237,"China, Taiwan Province of",Viet Nam,2022,skins_pig_nes,405.96
214,237,"China, Taiwan Province of",Viet Nam,2023,skins_pig_nes,26.25
214,248,"China, Taiwan Province of",Yugoslav SFR,1990,skins_pig_nes,5.0
10,165,Australia,Pakistan,2011,skins_pig_nes,3410.0
10,165,Australia,Pakistan,2012,skins_pig_nes,130.0
10,165,Australia,Pakistan,2013,skins_pig_nes,596.0
10,117,Australia,Republic of Korea,2011,skins_pig_nes,62.0
10,203,Australia,Spain,2011,skins_pig_nes,80.0
10,203,Australia,Spain,2012,skins_pig_nes,12.0
10,216,Australia,Thailand,2012,skins_pig_nes,3.0
10,216,Australia,Thailand,2013,skins_pig_nes,1.0
10,223,Australia,Türkiye,2011,skins_pig_nes,1815.0
10,223,Australia,Türkiye,2012,skins_pig_nes,1328.0
10,223,Australia,Türkiye,2013,skins_pig_nes,1015.0
10,229,Australia,United Kingdom of Great Britain and Northern Ireland,2012,skins_pig_nes,1.0
10,231,Australia,United States of America,2012,skins_pig_nes,11.0
10,231,Australia,United States of America,2013,skins_pig_nes,3.0
