id,smirks,sources
EVODEX.1-E1000,[#7](-[#6@](-[#6](-[#16:4](=[#8:5])-[#6:6])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H]>>[#16:4](-[#8:5]-[H])-[#6:6],"EVODEX.1-P6535,EVODEX.1-P6538,EVODEX.1-P6541,EVODEX.1-P6542,EVODEX.1-P6544"
EVODEX.1-E1001,[#6:42](-[#6@:40])(=[#8:43])-[#7](-[#6@@](-[#6](-[#8]-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H]>>[#6:42](-[#6@:40])(=[#8:43])-[#8]-[H],"EVODEX.1-P4870,EVODEX.1-P5170,EVODEX.1-P7492"
EVODEX.1-E1008,[#7:37](-[#6@:28])(-[#6](=[#8])-[#6@@](-[#7](-[H])-[H])(-[#6](-[#6](-[#6](-[#6](-[#7](-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])-[H])-[H:78]>>[#7:37](-[#6@:28])(-[H:78])-[H],"EVODEX.1-P4619,EVODEX.1-P4630,EVODEX.1-P4634,EVODEX.1-P4663,EVODEX.1-P4741"
EVODEX.1-E1009,[#7](-[#6](-[#6](-[#6](-[#6](-[#6@](-[#7](-[#6:8](=[#8:9])-[#6:10])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H]>>[#6:8](=[#8:9])(-[#6:10])-[#8]-[H],"EVODEX.1-P4791,EVODEX.1-P4895,EVODEX.1-P4903,EVODEX.1-P4934,EVODEX.1-P5542"
EVODEX.1-E1010,[#7](-[#6@@](-[#6](-[#6](-[#6](-[#6](-[#7](-[#6:8](=[#8:9])-[#6:10])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H]>>[#6:8](=[#8:9])(-[#6:10])-[#8]-[H],"EVODEX.1-P5554,EVODEX.1-P5555,EVODEX.1-P5556,EVODEX.1-P5559,EVODEX.1-P5562"
EVODEX.1-E1011,[#8:6]=[#6:7](-[#6:8])-[H:26]>>[#7](-[#6@](-[#6](=[#8])-[#8]-[H])(-[#6@@:7](-[#8:6]-[H])(-[#6:8])-[H:26])-[H])(-[H])-[H],"EVODEX.1-P6282,EVODEX.1-P6285,EVODEX.1-P6293,EVODEX.1-P6295,EVODEX.1-P6353"
EVODEX.1-E1017,[#6:12]-[#16:13]-[H]>>[#7](-[#6@@](-[#6](-[#16:13]-[#6:12])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])(-[H])-[H],"EVODEX.1-P2618,EVODEX.1-P2619,EVODEX.1-P2622,EVODEX.1-P6427,EVODEX.1-P6550"
EVODEX.1-E1018,[#6:42](-[#6@:40])(=[#8:43])-[#8]-[H]>>[#6:42](-[#6@:40])(=[#8:43])-[#7](-[#6](-[#6](-[#8]-[H])(-[H])-[H])(-[#6](=[#8])-[#8]-[H])-[H])-[H],EVODEX.1-P7487
EVODEX.1-E1022,[#15:24]-[#8:26]-[H]>>[#15:24]-[#8:26]-[#15](=[#8])(-[#8]-[H])-[#8]-[H],"EVODEX.1-P3243,EVODEX.1-P3528,EVODEX.1-P3546,EVODEX.1-P3553,EVODEX.1-P3606"
EVODEX.1-E1023,[#6:53]-[#8:55]-[H]>>[#6:53]-[#8:55]-[#15](=[#8])(-[#8]-[H])-[#8]-[H],"EVODEX.1-P3269,EVODEX.1-P3270,EVODEX.1-P3335,EVODEX.1-P3354,EVODEX.1-P3473"
EVODEX.1-E1024,[#6:10]-[#7:12](-[H:46])-[H]>>[#6:10]-[#7:12](-[#15](=[#8])(-[#8]-[H])-[#8]-[H])-[H:46],"EVODEX.1-P3498,EVODEX.1-P3499,EVODEX.1-P3501,EVODEX.1-P3513"
EVODEX.1-E1025,[#6:17]-[#6@:19](-[#8:20]-[H])(-[#6:21])-[H:33]>>[#15](=[#8])(-[#8]-[H])(-[#8]-[H])-[#8:20]-[#6:19](-[#6:17])(-[#6:21])-[H:33],"EVODEX.1-P3237,EVODEX.1-P3264,EVODEX.1-P3300,EVODEX.1-P3427,EVODEX.1-P3478"
