id,address,match,matchtype,parsed,coordinate,tigerlineid,side,statefp,countyfp,tract,block
75,"3464 S HALSTED ST, CHICAGO, IL, 60608",Match,Exact,"3464 S HALSTED ST, CHICAGO, IL, 60608","-87.646197012663,41.831276192654",111828281,R,17,031,839700,2012
76,"302 E 53RD ST, CHICAGO, IL, 60615",Match,Exact,"302 E 53RD ST, CHICAGO, IL, 60615","-87.619182035251,41.798461455161",111771047,L,17,031,836100,2001
77,"836 W CORNELIA AVE, CHICAGO, IL, 60657",Match,Exact,"836 W CORNELIA AVE, CHICAGO, IL, 60657","-87.650940749734,41.945511050729",605238629,R,17,031,832000,1002
78,"1703 W WALNUT ST, CHICAGO, IL, 60612",Match,Exact,"1703 W WALNUT ST, CHICAGO, IL, 60612","-87.669561167387,41.886015851542",111765119,L,17,031,280400,1017
79,"3636 W SHAKESPEARE AVE, CHICAGO, IL, 60647",Match,Exact,"3636 W SHAKESPEARE AVE, CHICAGO, IL, 60647","-87.718015695072,41.920073077376",605222682,R,17,031,220901,2001
80,"216 N CALIFORNIA AVE, CHICAGO, IL, 60612",Match,Exact,"216 N CALIFORNIA AVE, CHICAGO, IL, 60612","-87.696468510339,41.88478844421",605082879,L,17,031,837100,2014
81,"626 W 6TH AVE, GARY, IN, 46402",Match,Exact,"626 W 6TH AVE, GARY, IN, 46402","-87.344917550108,41.600200474263",606304844,R,18,089,012800,3016
82,"170 S STATE ST, CHICAGO, IL, 60603",Match,Exact,"170 S STATE ST, CHICAGO, IL, 60603","-87.627791473984,41.87972423308",111769624,R,17,031,839100,1084
83,"6319 N CAMPBELL AVE, CHICAGO, IL, 60659",Match,Exact,"6319 N CAMPBELL AVE, CHICAGO, IL, 60659","-87.692208652197,41.996454449053",605267758,R,17,031,020802,4011
62,"229 N OAKLEY BLVD, CHICAGO, IL, 60612",Match,Exact,"229 N OAKLEY BLVD, CHICAGO, IL, 60612","-87.684024522303,41.886028256128",111763937,R,17,031,837800,1002
84,"3815 S STATE ST, CHICAGO, IL, 60609",Match,Exact,"3815 S STATE ST, CHICAGO, IL, 60609","-87.626344033255,41.825238014667",111830500,L,17,031,351400,1022
63,"1325 W 13TH ST, CHICAGO, IL, 60608",Match,Exact,"1325 W 13TH ST, CHICAGO, IL, 60608","-87.659714001139,41.865135854572",111802953,L,17,031,842900,1061
85,"1219 N LEAVITT ST, CHICAGO, IL, 60622",Match,Exact,"1219 N LEAVITT ST, CHICAGO, IL, 60622","-87.682089121324,41.903864270939",605068879,R,17,031,241300,1022
64,"1702 W 48TH ST, CHICAGO, IL, 60609",Match,Exact,"1702 W 48TH ST, CHICAGO, IL, 60609","-87.667504424162,41.806813456408",111805097,R,17,031,611300,3000
86,"1001 N CICERO AVE, CHICAGO, IL, 60651",Match,Exact,"1001 N CICERO AVE, CHICAGO, IL, 60651","-87.74581468289,41.898749501075",111758120,R,17,031,251000,1000
65,"612 N STATE ST, CHICAGO, IL, 60654",Match,Exact,"612 N STATE ST, CHICAGO, IL, 60654","-87.628192980231,41.892939976656",111769010,L,17,031,081600,1001
87,"2800 S STATE ST, CHICAGO, IL, 60616",Match,Exact,"2800 S STATE ST, CHICAGO, IL, 60616","-87.626979354742,41.843126608803",639802217,R,17,031,350400,1003
99,"1023 LEXINGTON CIR, FORD HEIGHTS, IL, 60411",Match,Exact,"1023 LEXINGTON CIR, FORD HEIGHTS, IL, 60411","-87.588396328946,41.512347317979",111785621,L,17,031,829700,2015
100,"4235 S COTTAGE GROVE AVE, CHICAGO, IL, 60653",Match,Exact,"4235 S COTTAGE GROVE AVE, CHICAGO, IL, 60653","-87.606647003195,41.817536451712",655277428,R,17,031,836400,3017
92,"534 W 27TH ST, CHICAGO, IL, 60616",Match,Exact,"534 W 27TH ST, CHICAGO, IL, 60616","-87.640518926749,41.844550448433",111828379,R,17,031,840100,1006
93,"493 E 31ST ST, CHICAGO, IL, 60616",Match,Exact,"493 E 31ST ST, CHICAGO, IL, 60616","-87.613690199573,41.838410610209",111770324,R,17,031,351000,3002
94,"3627 S COTTAGE GROVE AVE, CHICAGO, IL, 60653",Match,Exact,"3627 S COTTAGE GROVE AVE, CHICAGO, IL, 60653","-87.609270571227,41.828751568456",111770706,L,17,031,360200,1003
95,"443 W 17TH ST, CHICAGO, IL, 60616",Match,Exact,"443 W 17TH ST, CHICAGO, IL, 60616","-87.638317328683,41.858808854467",111827819,L,17,031,841900,2069
96,"1706 W JACKSON BLVD, CHICAGO, IL, 60612",Match,Exact,"1706 W JACKSON BLVD, CHICAGO, IL, 60612","-87.669581753635,41.877636094037",111766270,R,17,031,838100,2021
97,"606 E 50TH ST, CHICAGO, IL, 60615",Match,Exact,"606 E 50TH ST, CHICAGO, IL, 60615","-87.611055970049,41.804060060312",605499793,L,17,031,843600,2023
98,"3028 W NORTH AVE, CHICAGO, IL, 60647",Match,Exact,"3028 W NORTH AVE, CHICAGO, IL, 60647","-87.703292734946,41.910232440672",111762775,R,17,031,230100,1012
